Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780120653,500,,Aggregated,39.000000,8.600000,11000,13000,14000,15000,29000,29000,30000,37000,49000,55000,55000,2788,359,11000,12670.011008184632,220.2598749427125,54782.850999967195,2761.7173601147774
1780120654,500,,Aggregated,32.100000,7.800000,11000,13000,14000,15000,29000,29000,30000,36000,49000,55000,55000,2834,361,11000,12650.596950316278,220.2598749427125,54782.850999967195,2745.4767113620323
1780120655,500,,Aggregated,32.000000,7.500000,11000,13000,14000,15000,29000,29000,30000,36000,49000,55000,55000,2859,361,11000,12635.458357886135,220.2598749427125,54782.850999967195,2742.6072053165444
1780120656,500,,Aggregated,35.200000,7.400000,11000,13000,14000,15000,29000,29000,30000,35000,49000,55000,55000,2902,365,11000,12649.957424200005,220.2598749427125,54782.850999967195,2735.6502412129566
1780120657,500,,Aggregated,35.200000,7.400000,11000,13000,14000,15000,29000,29000,30000,35000,49000,55000,55000,2915,365,11000,12649.20691590375,220.2598749427125,54782.850999967195,2738.652487135506
1780120658,500,,Aggregated,33.300000,5.500000,12000,13000,14000,15000,29000,29000,30000,35000,49000,55000,55000,2967,365,12000,12667.370793192762,220.2598749427125,54782.850999967195,2750.4664644421973
1780120659,500,,Aggregated,33.700000,3.800000,11000,13000,14000,15000,29000,29000,30000,35000,49000,55000,55000,2981,366,11000,12640.602851625601,220.2598749427125,54782.850999967195,2762.8728614558872
1780120660,500,,Aggregated,27.600000,2.600000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3017,369,12000,12654.69494674093,220.2598749427125,54782.850999967195,2772.6241299303942
1780120661,500,,Aggregated,28.900000,1.700000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3048,371,12000,12661.637391302556,220.2598749427125,54782.850999967195,2770.064960629921
1780120662,500,,Aggregated,29.000000,1.600000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3071,376,12000,12694.057019424012,220.2598749427125,54782.850999967195,2780.7616411592317
1780120663,500,,Aggregated,30.800000,1.300000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3090,376,12000,12677.401636133405,220.2598749427125,54782.850999967195,2778.1029126213593
1780120664,500,,Aggregated,31.600000,1.800000,12000,13000,14000,15000,29000,29000,30000,35000,46000,55000,55000,3111,383,12000,12638.218032662282,220.2598749427125,54782.850999967195,2790.324975891996
